month,division,line,period,num_passengers,additional train time
2017-03,B DIVISION,G,offpeak,1547217.7,1.44
2017-03,B DIVISION,S Rock,peak,30631.9,0.45
2017-03,B DIVISION,G,peak,1923242.2,1.41
2017-03,B DIVISION,JZ,offpeak,1812890.4,2.05
2017-03,A DIVISION,3,peak,4281110.0,1.71
2017-03,B DIVISION,M,peak,3389133.3,1.42
2017-03,A DIVISION,1,peak,7173584.6,1.30
2017-03,A DIVISION,1,offpeak,6284463.7,0.94
2017-03,A DIVISION,5,offpeak,4219253.6,2.24
2017-03,B DIVISION,C,peak,3127778.2,0.97
2017-03,A DIVISION,2,peak,5837775.3,2.16
2017-03,A DIVISION,S 42nd,peak,1428663.0,0.46
2017-03,B DIVISION,F,offpeak,5420373.0,1.50
2017-03,B DIVISION,C,offpeak,3220541.1,0.88
2017-04,B DIVISION,M,peak,3027442.1,1.46
2017-04,A DIVISION,2,offpeak,5061554.9,1.93
2017-04,A DIVISION,5,peak,4526010.6,2.89
2017-04,B DIVISION,N,peak,3206374.9,1.79
2017-04,B DIVISION,D,peak,3702535.2,2.31
2017-04,B DIVISION,Q,offpeak,4087951.1,1.60
2017-04,A DIVISION,7,peak,4951237.7,1.63
2017-04,B DIVISION,B,peak,3614390.4,2.02
2017-04,B DIVISION,L,offpeak,4698893.6,0.09
2017-04,A DIVISION,5,offpeak,4123839.1,2.22
2017-04,B DIVISION,L,peak,4272254.1,0.06
2017-04,A DIVISION,7,offpeak,4772065.9,1.16
2017-04,A DIVISION,4,offpeak,5701493.5,1.81
2017-04,B DIVISION,W,offpeak,1496873.6,1.00
2017-04,A DIVISION,4,peak,5617643.7,2.42
2017-04,B DIVISION,B,offpeak,2617166.1,1.46
2017-04,B DIVISION,S Fkln,offpeak,291654.0,0.83
2017-04,B DIVISION,N,offpeak,3148665.8,1.45
2017-04,B DIVISION,D,offpeak,4343378.8,1.41
2017-04,A DIVISION,1,offpeak,6584952.1,0.97
2017-04,B DIVISION,R,offpeak,5061479.5,0.80
2017-04,B DIVISION,JZ,peak,1941348.0,2.23
2017-04,B DIVISION,S Fkln,peak,255726.0,0.83
2017-04,B DIVISION,A,peak,5555247.7,1.83
2017-04,B DIVISION,M,offpeak,2796017.2,1.20
2017-04,A DIVISION,S 42nd,offpeak,1224834.6,0.40
2017-04,B DIVISION,E,offpeak,4479350.5,1.71
2017-04,B DIVISION,S Rock,peak,28108.0,0.26
2017-04,B DIVISION,R,peak,5078602.3,0.73
2017-04,B DIVISION,A,offpeak,5157423.6,1.78
2017-04,B DIVISION,JZ,offpeak,1964240.7,1.93
2017-04,B DIVISION,G,peak,1705958.0,1.37
2017-04,B DIVISION,E,peak,4857864.5,1.73
2017-04,A DIVISION,1,peak,6194520.6,1.02
2017-04,B DIVISION,W,peak,2033486.9,1.13
2017-04,A DIVISION,3,offpeak,3698337.6,1.24
2017-04,A DIVISION,S 42nd,peak,1502584.2,0.36
2017-04,B DIVISION,Q,peak,4179015.7,1.70
2017-04,A DIVISION,6,offpeak,7726446.5,1.01
2017-04,B DIVISION,C,peak,2770431.1,1.12
2017-04,A DIVISION,6,peak,7702512.9,1.87
2017-04,B DIVISION,G,offpeak,1639908.4,1.41
2017-04,B DIVISION,S Rock,offpeak,41468.0,0.18
2017-04,B DIVISION,F,offpeak,5694000.1,1.70
2017-04,B DIVISION,C,offpeak,3442110.5,0.93
2017-04,A DIVISION,3,peak,3684842.3,1.37
2017-04,A DIVISION,2,peak,5026882.8,1.83
2017-04,B DIVISION,F,peak,6250556.0,1.81
2017-05,A DIVISION,6,peak,9120458.5,1.67
2017-05,B DIVISION,M,peak,3509658.5,1.44
2017-05,B DIVISION,L,offpeak,4706699.3,0.05
2017-05,A DIVISION,3,peak,4342612.2,1.58
2017-05,B DIVISION,L,peak,4724339.1,0.01
2017-05,A DIVISION,S 42nd,peak,1965809.5,0.36
2017-05,A DIVISION,2,peak,6063286.0,1.97
2017-05,B DIVISION,N,peak,3689393.6,1.76
2017-05,A DIVISION,6,offpeak,8466750.0,1.08
2017-05,A DIVISION,4,offpeak,6309246.8,2.13
2017-05,B DIVISION,JZ,peak,2249380.0,2.14
2017-05,A DIVISION,3,offpeak,3960447.1,1.48
2017-05,B DIVISION,E,peak,5764391.5,2.05
2017-05,A DIVISION,2,offpeak,5452490.6,2.10
2017-05,A DIVISION,4,peak,6744832.8,2.40
2017-05,B DIVISION,S Rock,offpeak,43070.3,0.27
2017-05,B DIVISION,A,peak,6524786.1,2.21
2017-05,B DIVISION,E,offpeak,4759001.0,2.22
2017-05,B DIVISION,Q,offpeak,4378874.2,1.94
2017-05,B DIVISION,S Fkln,peak,259341.2,0.81
2017-05,A DIVISION,1,offpeak,7134588.1,0.99
2017-05,A DIVISION,7,peak,6048876.4,1.22
2017-05,B DIVISION,R,peak,5824216.2,0.72
2017-05,B DIVISION,S Fkln,offpeak,267842.9,0.86
2017-05,A DIVISION,5,offpeak,4360506.0,2.34
2017-05,B DIVISION,M,offpeak,2941727.9,1.40
2017-05,B DIVISION,D,offpeak,4341411.5,1.52
2017-05,B DIVISION,C,offpeak,3531864.6,0.98
2017-05,B DIVISION,S Rock,peak,32363.6,0.24
2017-05,B DIVISION,D,peak,4178534.0,2.27
2017-05,B DIVISION,W,offpeak,1438528.8,1.06
2017-05,B DIVISION,C,peak,3252080.4,1.22
2017-05,A DIVISION,7,offpeak,5457207.1,1.08
2017-05,B DIVISION,F,peak,7395947.4,2.36
2017-05,B DIVISION,A,offpeak,5452598.7,2.17
2017-05,B DIVISION,Q,peak,5042974.8,2.01
2017-05,A DIVISION,S 42nd,offpeak,1380265.2,0.39
2017-05,B DIVISION,G,peak,1981862.2,1.28
2017-05,B DIVISION,JZ,offpeak,2076373.2,1.98
2017-05,B DIVISION,B,offpeak,2847705.1,1.83
2017-05,A DIVISION,5,peak,5220862.1,2.69
2017-05,B DIVISION,B,peak,4244195.1,2.19
2017-05,B DIVISION,W,peak,2394924.1,1.50
2017-05,B DIVISION,N,offpeak,3603152.8,1.53
2017-05,A DIVISION,1,peak,7536688.6,1.20
2017-05,B DIVISION,R,offpeak,5282721.3,0.80
2017-05,B DIVISION,F,offpeak,6219801.9,2.23
2017-05,B DIVISION,G,offpeak,1712962.4,1.30
2017-06,B DIVISION,S Fkln,offpeak,286497.2,0.83
2017-06,B DIVISION,C,peak,3229926.3,1.42
2017-06,B DIVISION,R,offpeak,5057255.0,0.69
2017-06,A DIVISION,S 42nd,peak,1770822.8,0.37
2017-06,A DIVISION,S 42nd,offpeak,1302345.5,0.39
2017-06,B DIVISION,B,offpeak,2798267.3,1.97
2017-06,B DIVISION,S Fkln,peak,287381.6,0.82
2017-06,B DIVISION,JZ,offpeak,1936550.0,1.80
2017-06,B DIVISION,S Rock,peak,29211.6,0.31
2017-06,B DIVISION,E,offpeak,4822978.6,1.49
2017-06,B DIVISION,M,offpeak,2996360.0,1.19
2017-06,A DIVISION,6,peak,8966819.3,1.45
2017-06,B DIVISION,A,offpeak,5199479.4,2.73
2017-06,B DIVISION,F,peak,7110960.8,1.70
2017-06,B DIVISION,A,peak,6284331.0,2.51
2017-06,A DIVISION,1,offpeak,7030856.6,1.14
2017-06,A DIVISION,6,offpeak,8414179.8,1.01
2017-06,A DIVISION,7,offpeak,5233196.7,0.94
2017-06,B DIVISION,C,offpeak,3598978.3,1.64
2017-06,B DIVISION,N,peak,3638548.5,1.48
2017-06,A DIVISION,7,peak,5402344.9,1.14
2017-06,A DIVISION,5,peak,4830011.8,2.34
2017-06,B DIVISION,Q,offpeak,4305654.3,2.09
2017-06,A DIVISION,4,peak,6428198.2,2.14
2017-06,B DIVISION,D,offpeak,4260211.9,1.80
2017-06,B DIVISION,L,offpeak,4662947.9,-0.02
2017-06,B DIVISION,R,peak,5690478.7,0.51
2017-06,A DIVISION,1,peak,7477894.3,1.14
2017-06,B DIVISION,W,peak,2251201.2,0.88
2017-06,B DIVISION,W,offpeak,1632434.4,0.85
2017-06,B DIVISION,E,peak,5782802.8,1.43
2017-06,A DIVISION,2,peak,5840029.8,1.84
2017-06,B DIVISION,L,peak,4722766.4,0.01
2017-06,B DIVISION,S Rock,offpeak,41052.0,0.24
2017-06,B DIVISION,D,peak,4002154.5,2.22
2017-06,B DIVISION,B,peak,4136624.9,2.08
2017-06,A DIVISION,3,peak,4329424.4,1.55
2017-06,B DIVISION,N,offpeak,3358443.8,1.69
2017-06,A DIVISION,4,offpeak,6071081.3,1.95
2017-06,B DIVISION,F,offpeak,5982526.6,1.62
2017-06,B DIVISION,Q,peak,4923466.1,1.76
2017-06,B DIVISION,G,peak,1959638.9,1.43
2017-06,B DIVISION,M,peak,3476067.9,1.46
2017-06,A DIVISION,5,offpeak,4079908.0,2.13
2017-06,B DIVISION,JZ,peak,2125553.1,2.12
2017-06,B DIVISION,G,offpeak,1720613.0,1.61
2017-06,A DIVISION,3,offpeak,3863547.8,1.51
2017-06,A DIVISION,2,offpeak,5281914.4,2.07
2017-07,B DIVISION,Q,offpeak,4040128.6,2.23
2017-07,B DIVISION,F,offpeak,5268760.8,1.32
2017-07,A DIVISION,4,peak,5690850.9,1.97
2017-07,B DIVISION,L,peak,3661725.2,-0.08
2017-07,B DIVISION,JZ,peak,1676860.0,1.62
2017-07,B DIVISION,S Fkln,peak,183613.6,0.80
2017-07,B DIVISION,E,peak,4595886.1,0.99
2017-07,B DIVISION,M,offpeak,2653964.8,0.74
2017-07,A DIVISION,1,offpeak,6436412.0,1.16
2017-07,B DIVISION,S Rock,peak,35516.4,0.14
2017-07,A DIVISION,2,peak,4874151.3,1.80
2017-07,A DIVISION,6,peak,7632715.1,1.28
2017-07,B DIVISION,L,offpeak,3756989.5,-0.09
2017-07,A DIVISION,5,offpeak,3791386.5,1.96
2017-07,A DIVISION,1,peak,6555555.1,1.20
2017-07,B DIVISION,C,peak,2586855.3,0.92
2017-07,B DIVISION,N,offpeak,3398025.9,1.63
2017-07,B DIVISION,G,offpeak,1489108.0,1.55
2017-07,B DIVISION,D,peak,3306383.3,1.79
2017-07,A DIVISION,7,peak,4561447.6,1.73
2017-07,A DIVISION,2,offpeak,4771970.1,2.26
2017-07,B DIVISION,B,peak,3440899.4,1.97
2017-07,B DIVISION,G,peak,1563951.8,1.23
2017-07,B DIVISION,A,peak,5336768.9,1.76
2017-07,B DIVISION,JZ,offpeak,1585244.6,1.60
2017-07,A DIVISION,3,peak,3719663.2,1.52
2017-07,B DIVISION,D,offpeak,3838470.3,1.53
2017-07,A DIVISION,6,offpeak,7406018.1,0.80
2017-07,B DIVISION,R,peak,4972782.1,0.38
2017-07,B DIVISION,N,peak,3239648.3,1.31
2017-07,A DIVISION,S 42nd,offpeak,1173861.8,0.43
2017-07,B DIVISION,Q,peak,4367625.0,1.86
2017-07,B DIVISION,R,offpeak,4732122.4,0.67
2017-07,B DIVISION,M,peak,2473260.1,0.75
2017-07,B DIVISION,B,offpeak,2535774.9,2.22
2017-07,A DIVISION,5,peak,4319744.5,2.05
2017-07,B DIVISION,W,peak,2076262.6,0.90
2017-07,B DIVISION,W,offpeak,1387524.3,0.98
2017-07,B DIVISION,S Fkln,offpeak,228541.2,0.81
2017-07,A DIVISION,7,offpeak,4328981.9,1.03
2017-07,B DIVISION,C,offpeak,3116225.7,1.05
2017-07,B DIVISION,E,offpeak,4150104.9,1.46
2017-07,A DIVISION,4,offpeak,5709615.1,1.93
2017-07,A DIVISION,3,offpeak,3589185.2,1.61
2017-07,A DIVISION,S 42nd,peak,1537791.6,0.41
2017-07,B DIVISION,A,offpeak,4850135.4,1.91
2017-07,B DIVISION,S Rock,offpeak,61218.4,0.67
2017-07,B DIVISION,F,peak,6024015.3,1.32
2017-08,B DIVISION,L,offpeak,4078746.0,0.11
2017-08,A DIVISION,5,peak,5061746.0,2.20
2017-08,B DIVISION,D,peak,3870786.0,1.69
2017-08,B DIVISION,N,peak,3763150.8,1.76
2017-08,B DIVISION,JZ,offpeak,1743211.6,1.78
2017-08,B DIVISION,Q,offpeak,4290007.6,2.06
2017-08,A DIVISION,S 42nd,offpeak,1356021.4,0.42
2017-08,B DIVISION,A,peak,6242222.7,1.64
2017-08,B DIVISION,Q,peak,5087928.0,1.91
2017-08,B DIVISION,W,peak,2404221.6,1.53
2017-08,A DIVISION,1,offpeak,7043323.3,1.04
2017-08,B DIVISION,E,offpeak,4464711.4,1.96
2017-08,B DIVISION,M,peak,2972014.3,1.00
2017-08,A DIVISION,7,peak,5822562.5,1.72
2017-08,B DIVISION,S Fkln,peak,230953.0,0.79
2017-08,B DIVISION,D,offpeak,4368937.0,1.62
2017-08,B DIVISION,C,peak,3031130.8,0.92
2017-08,B DIVISION,F,peak,6959349.7,1.93
2017-08,A DIVISION,2,offpeak,5245028.9,1.99
2017-08,B DIVISION,N,offpeak,3768037.3,2.01
2017-08,B DIVISION,R,peak,5821166.2,0.62
2017-08,B DIVISION,S Rock,offpeak,38711.0,0.37
2017-08,A DIVISION,S 42nd,peak,1842886.5,0.49
2017-08,B DIVISION,B,offpeak,2818120.0,1.94
2017-08,B DIVISION,G,offpeak,1594575.0,1.41
2017-08,A DIVISION,5,offpeak,4195398.4,1.94
2017-08,A DIVISION,4,peak,6768735.3,2.06
2017-08,B DIVISION,E,peak,5284000.2,1.80
2017-08,A DIVISION,7,offpeak,5375242.8,1.28
2017-08,B DIVISION,M,offpeak,2888447.9,0.93
2017-08,A DIVISION,3,offpeak,3897401.9,1.42
2017-08,B DIVISION,L,peak,4219406.0,-0.02
2017-08,B DIVISION,W,offpeak,1408430.6,1.00
2017-08,B DIVISION,G,peak,1808932.5,1.27
2017-08,A DIVISION,6,offpeak,8079264.8,0.81
2017-08,A DIVISION,3,peak,4302185.1,1.47
2017-08,B DIVISION,JZ,peak,1925462.0,1.55
2017-08,B DIVISION,S Fkln,offpeak,256214.0,0.79
2017-08,B DIVISION,F,offpeak,5858820.4,1.94
2017-08,B DIVISION,S Rock,peak,30501.7,0.04
2017-08,A DIVISION,1,peak,7527843.2,1.08
2017-08,A DIVISION,4,offpeak,6462634.3,1.71
2017-08,B DIVISION,C,offpeak,3440184.8,0.99
2017-08,A DIVISION,6,peak,8845799.1,1.28
2017-08,A DIVISION,2,peak,5641480.9,1.83
2017-08,B DIVISION,R,offpeak,5241991.5,0.79
2017-08,B DIVISION,A,offpeak,5279255.6,1.85
2017-08,B DIVISION,B,peak,4102397.9,1.82
2017-09,A DIVISION,7,peak,4847808.6,1.76
2017-09,B DIVISION,N,offpeak,3030237.3,1.67
2017-09,A DIVISION,5,peak,3879148.5,2.74
2017-09,B DIVISION,F,offpeak,4963057.8,1.82
2017-09,B DIVISION,M,offpeak,2243341.9,0.96
2017-09,B DIVISION,C,peak,2439070.0,1.03
2017-09,B DIVISION,C,offpeak,2845992.0,1.08
2017-09,A DIVISION,3,offpeak,3187729.2,1.53
2017-09,B DIVISION,E,offpeak,3866482.9,2.03
2017-09,B DIVISION,G,offpeak,1354402.7,1.39
2017-09,B DIVISION,R,offpeak,4146577.6,0.82
2017-09,B DIVISION,E,peak,4462960.8,1.85
2017-09,B DIVISION,F,peak,5656987.5,1.65
2017-09,A DIVISION,4,offpeak,5090550.5,1.95
2017-09,B DIVISION,S Fkln,offpeak,234288.0,0.84
2017-09,B DIVISION,N,peak,3001572.3,1.70
2017-09,B DIVISION,M,peak,2362941.5,0.92
2017-09,B DIVISION,A,offpeak,4390155.2,1.91
2017-09,A DIVISION,S 42nd,offpeak,1085566.0,0.41
2017-09,B DIVISION,S Rock,peak,32864.0,-0.11
2017-09,A DIVISION,S 42nd,peak,1475420.0,0.47
2017-09,B DIVISION,R,peak,4566262.6,0.56
2017-09,A DIVISION,5,offpeak,3295225.5,2.15
2017-09,A DIVISION,2,offpeak,4301246.1,2.18
2017-09,B DIVISION,D,offpeak,3546693.9,1.33
2017-09,A DIVISION,7,offpeak,4673025.8,1.19
2017-09,A DIVISION,4,peak,5216881.6,2.47
2017-09,A DIVISION,6,peak,7019005.9,1.71
2017-09,B DIVISION,D,peak,3136591.7,1.78
2017-09,B DIVISION,JZ,peak,1610403.8,1.57
2017-09,A DIVISION,6,offpeak,6532056.4,1.12
2017-09,A DIVISION,1,offpeak,5678734.8,1.13
2017-09,B DIVISION,G,peak,1476658.4,1.28
2017-09,B DIVISION,W,peak,1889736.4,1.16
2017-09,B DIVISION,JZ,offpeak,1482694.1,1.67
2017-09,B DIVISION,B,peak,3212078.1,1.93
2017-09,B DIVISION,L,offpeak,3926025.0,-0.01
2017-09,B DIVISION,A,peak,5018524.2,1.73
2017-09,B DIVISION,B,offpeak,2296961.5,1.72
2017-09,A DIVISION,2,peak,4439432.9,2.21
2017-09,B DIVISION,S Rock,offpeak,48248.0,0.56
2017-09,B DIVISION,Q,peak,4081826.0,2.01
2017-09,B DIVISION,W,offpeak,1180608.8,1.16
2017-09,A DIVISION,1,peak,5813707.9,1.36
2017-09,B DIVISION,L,peak,3913224.0,0.27
2017-09,B DIVISION,Q,offpeak,3592285.5,2.00
2017-09,A DIVISION,3,peak,3390690.8,1.84
2017-09,B DIVISION,S Fkln,peak,190830.0,0.86
2017-10,A DIVISION,7,offpeak,5351993.4,1.25
2017-10,A DIVISION,6,offpeak,8280296.6,1.12
2017-10,A DIVISION,7,peak,6129238.0,1.75
2017-10,B DIVISION,C,peak,3281205.4,1.29
2017-10,B DIVISION,S Rock,peak,33882.3,0.23
2017-10,B DIVISION,C,offpeak,3448905.2,1.14
2017-10,B DIVISION,B,offpeak,2763376.6,1.84
2017-10,B DIVISION,A,offpeak,5318468.3,2.10
2017-10,B DIVISION,L,offpeak,4646024.0,-0.02
2017-10,B DIVISION,S Rock,offpeak,43527.1,0.44
2017-10,B DIVISION,L,peak,5060398.8,0.14
2017-10,A DIVISION,4,peak,6894069.0,2.00
2017-10,B DIVISION,Q,peak,5346333.2,1.97
2017-10,B DIVISION,A,peak,6576540.6,2.01
2017-10,B DIVISION,E,offpeak,4609367.1,1.34
2017-10,A DIVISION,3,peak,4468748.4,1.64
2017-10,A DIVISION,5,offpeak,4013613.7,2.11
2017-10,A DIVISION,6,peak,9393567.5,1.66
2017-10,B DIVISION,M,offpeak,2807932.4,0.83
2017-10,A DIVISION,2,peak,5807709.6,1.89
2017-10,A DIVISION,1,peak,7816643.6,1.18
2017-10,A DIVISION,2,offpeak,5065294.5,2.12
2017-10,A DIVISION,4,offpeak,6320380.8,2.30
2017-10,B DIVISION,G,offpeak,1657212.5,1.54
2017-10,B DIVISION,S Fkln,offpeak,278502.5,1.12
2017-10,B DIVISION,D,peak,4118787.0,2.07
2017-10,B DIVISION,B,peak,4243891.6,2.08
2017-10,B DIVISION,W,peak,2356933.0,1.21
2017-10,B DIVISION,JZ,peak,2103169.0,1.83
2017-10,B DIVISION,N,peak,3772009.1,1.46
2017-10,A DIVISION,3,offpeak,3711997.3,1.52
2017-10,B DIVISION,G,peak,1997020.6,1.37
2017-10,B DIVISION,N,offpeak,3422812.3,1.40
2017-10,B DIVISION,JZ,offpeak,1792503.0,1.65
2017-10,A DIVISION,1,offpeak,6954150.0,0.97
2017-10,B DIVISION,Q,offpeak,4390512.2,1.71
2017-10,A DIVISION,S 42nd,offpeak,1286165.9,0.42
2017-10,B DIVISION,S Fkln,peak,276940.1,1.07
2017-10,B DIVISION,F,offpeak,5845266.8,1.54
2017-10,B DIVISION,E,peak,5714274.0,1.97
2017-10,B DIVISION,D,offpeak,4351747.9,1.54
2017-10,B DIVISION,R,offpeak,5353936.5,0.87
2017-10,B DIVISION,W,offpeak,1504714.4,0.97
2017-10,B DIVISION,F,peak,7275685.4,2.04
2017-10,A DIVISION,S 42nd,peak,1897507.8,0.47
2017-10,B DIVISION,R,peak,6237582.5,0.67
2017-10,A DIVISION,5,peak,5011952.6,2.33
2017-10,B DIVISION,M,peak,3082141.1,1.06
2017-11,B DIVISION,D,offpeak,4293739.0,1.91
2017-11,B DIVISION,C,peak,3208223.8,1.23
2017-11,B DIVISION,W,offpeak,1398178.9,0.97
2017-11,B DIVISION,L,peak,4976441.4,0.08
2017-11,B DIVISION,E,peak,5569358.5,1.22
2017-11,B DIVISION,S Rock,peak,31783.9,0.32
2017-11,B DIVISION,Q,peak,5165929.9,1.54
2017-11,A DIVISION,5,peak,4930950.2,2.66
2017-11,A DIVISION,S 42nd,offpeak,1192352.5,0.44
2017-11,A DIVISION,1,peak,7668935.6,1.16
2017-11,B DIVISION,S Rock,offpeak,38965.5,0.29
2017-11,B DIVISION,W,peak,2356048.8,1.00
2017-11,B DIVISION,JZ,peak,2049069.0,1.77
2017-11,B DIVISION,D,peak,4027433.8,1.95
2017-11,B DIVISION,F,peak,7060522.5,1.52
2017-11,A DIVISION,7,offpeak,5112989.7,1.11
2017-11,B DIVISION,G,offpeak,1638194.8,1.58
2017-11,A DIVISION,4,offpeak,6233774.5,2.64
2017-11,A DIVISION,4,peak,6755069.9,2.14
2017-11,B DIVISION,A,offpeak,5283642.9,2.33
2017-11,B DIVISION,B,peak,4178406.8,1.73
2017-11,A DIVISION,7,peak,5862842.9,1.74
2017-11,B DIVISION,E,offpeak,4540295.9,1.35
2017-11,B DIVISION,L,offpeak,4651071.1,-0.01
2017-11,A DIVISION,6,offpeak,7931060.8,1.22
2017-11,B DIVISION,C,offpeak,3405153.9,1.17
2017-11,B DIVISION,A,peak,6418559.3,2.17
2017-11,B DIVISION,G,peak,1977135.3,1.53
2017-11,A DIVISION,1,offpeak,6813714.9,0.99
2017-11,A DIVISION,2,peak,5674709.6,1.98
2017-11,B DIVISION,Q,offpeak,4248004.7,1.72
2017-11,A DIVISION,5,offpeak,3872135.1,2.52
2017-11,B DIVISION,B,offpeak,2739722.6,2.21
2017-11,A DIVISION,3,peak,4387858.6,1.65
2017-11,A DIVISION,6,peak,7644715.0,1.55
2017-11,B DIVISION,R,peak,5903644.5,0.67
2017-11,B DIVISION,F,offpeak,5747855.0,1.51
2017-11,B DIVISION,S Fkln,offpeak,193878.4,0.69
2017-11,A DIVISION,2,offpeak,4957893.3,2.28
2017-11,B DIVISION,M,offpeak,2856227.7,0.70
2017-11,A DIVISION,3,offpeak,3623314.4,1.60
2017-11,B DIVISION,S Fkln,peak,229274.7,0.73
2017-11,B DIVISION,N,peak,3654355.1,1.26
2017-11,A DIVISION,S 42nd,peak,1732797.7,0.50
2017-11,B DIVISION,JZ,offpeak,1742234.2,1.64
2017-11,B DIVISION,N,offpeak,3430755.7,1.57
2017-11,B DIVISION,R,offpeak,4985640.8,0.87
2017-11,B DIVISION,M,peak,3023735.3,0.82
2017-12,B DIVISION,F,peak,6278214.5,1.63
2017-12,B DIVISION,A,peak,5811550.7,2.23
2017-12,B DIVISION,M,peak,2312016.8,0.97
2017-12,A DIVISION,6,offpeak,7709697.6,1.38
2017-12,B DIVISION,S Fkln,peak,213925.7,0.64
2017-12,A DIVISION,1,offpeak,6914443.2,1.14
2017-12,A DIVISION,3,peak,3728686.3,1.13
2017-12,A DIVISION,2,peak,5272136.6,1.42
2017-12,A DIVISION,7,offpeak,4872728.9,1.36
2017-12,B DIVISION,E,peak,4420843.4,1.66
2017-12,B DIVISION,S Rock,peak,26614.9,-0.07
2017-12,A DIVISION,1,peak,7105884.6,1.27
2017-12,A DIVISION,2,offpeak,4947860.9,1.46
2017-12,A DIVISION,S 42nd,peak,1664970.0,0.51
2017-12,A DIVISION,6,peak,8008414.6,1.61
2017-12,B DIVISION,L,peak,4813982.0,0.27
2017-12,B DIVISION,W,peak,2072251.4,1.03
2017-12,B DIVISION,Q,peak,4603172.5,1.79
2017-12,B DIVISION,JZ,peak,1843870.8,1.90
2017-12,A DIVISION,7,peak,5313346.0,1.87
2017-12,B DIVISION,B,offpeak,2664113.3,2.03
2017-12,B DIVISION,F,offpeak,5528670.4,2.07
2017-12,B DIVISION,S Rock,offpeak,18463.9,0.19
2017-12,A DIVISION,5,peak,4699742.9,1.82
2017-12,B DIVISION,D,peak,3705617.2,2.07
2017-12,B DIVISION,G,peak,1838982.8,1.45
2017-12,B DIVISION,E,offpeak,3947324.6,1.83
2017-12,B DIVISION,W,offpeak,1277798.7,0.87
2017-12,B DIVISION,M,offpeak,2324194.5,1.02
2017-12,B DIVISION,Q,offpeak,4012257.2,1.78
2017-12,A DIVISION,4,peak,5859032.5,1.73
2017-12,B DIVISION,L,offpeak,4904813.6,0.04
2017-12,B DIVISION,N,peak,3274327.9,1.37
2017-12,B DIVISION,JZ,offpeak,1634280.5,1.87
2017-12,A DIVISION,S 42nd,offpeak,1261025.8,0.48
2017-12,B DIVISION,C,peak,3051467.9,1.27
2017-12,B DIVISION,R,peak,5694845.2,0.70
2017-12,B DIVISION,G,offpeak,1662580.4,2.13
2017-12,B DIVISION,N,offpeak,3222504.2,1.50
2017-12,B DIVISION,C,offpeak,3458436.2,1.20
2017-12,B DIVISION,D,offpeak,4093785.8,2.01
2017-12,B DIVISION,S Fkln,offpeak,233161.8,0.78
2017-12,B DIVISION,B,peak,3731304.5,2.09
2017-12,A DIVISION,5,offpeak,4096018.6,1.66
2017-12,A DIVISION,3,offpeak,3603559.0,1.08
2017-12,B DIVISION,A,offpeak,5147040.2,2.21
2017-12,A DIVISION,4,offpeak,5624256.4,1.63
2017-12,B DIVISION,R,offpeak,5265545.7,0.80
2018-01,B DIVISION,C,peak,3084972.8,1.60
2018-01,B DIVISION,M,offpeak,2881680.3,1.24
2018-01,B DIVISION,L,offpeak,4770390.0,0.38
2018-01,A DIVISION,7,offpeak,4905423.6,1.56
2018-01,A DIVISION,1,offpeak,7012066.3,1.04
2018-01,A DIVISION,S 42nd,offpeak,1324384.6,0.91
